text,account_age_days,text_length_words,has_exclamation,has_question,has_emoji,mentions_flag,hashtags_count,urls_count,retweets,favorites,is_verified,followers_count,friends_count,favorites_statuses_ratio,tweet_event,tweet_type,classification,diffusion_speed,sentiment,users_pos_count,users_neg_count,users_neu_count
#BREAKING - Museum of Fine Arts Bern to accept #Gurlitt art collection.,2048,12,0,0,0,0,2,0,2,1,1,7302,825,0.08141816143497758,4,source-tweets,1,0.0,2,0,0,0
The Kunstmuseum Bern accepts the Gurlitt collection. This was decided by the Board of Trustees of the Art Museum . More to follow.,2093,23,0,0,0,0,0,0,5,0,0,876,1515,0.09209864116758933,4,source-tweets,1,0.0,2,0,0,0
Swiss museum to accept hundreds of works of art bequeathed by German Nazi-era art hoarder Cornelius Gurlitt http://t.co/7DHYBAL0QK,2772,18,0,0,0,0,0,1,216,149,1,12291207,3,0.0,4,source-tweets,1,2535.0,1,3,1,12
Swiss museum to accept hundreds of works of art bequeathed by German Nazi-era art hoarder Cornelius Gurlitt http://t.co/n8tqzIEV5P,1713,18,0,0,0,0,0,1,4,0,0,62761,2,0.0,4,source-tweets,1,0.0,1,0,0,0
#Gurlitt's art collection is going to a Bern museum. Here's a look back at how it came to that http://t.co/7qoJQRTZlF http://t.co/t37tgc2pP0,2048,21,0,0,0,0,1,1,4,2,1,7302,825,0.08141816143497758,4,source-tweets,1,0.0,1,0,0,0
Bern Fine Arts Museum says yes to controversial #gurlitt collection: http://t.co/UmoeHLD1Lw,2005,11,0,0,0,0,1,1,1,0,0,7568,126,0.0006208866261020738,4,source-tweets,1,0.0,2,0,0,0
Breaking: Swiss museum to accept hundreds of artworks bequeathed by German Nazi-era art hoarder Cornelius Gurlitt. http://t.co/UKEDqQAvOY,2127,17,0,0,0,0,0,1,1,0,1,53068,4784,0.009356850935685094,4,source-tweets,1,0.0,1,0,0,0
Kunstmuseum accepts Gurlitt collection bequest. Pledges to fully investigate artwork restitution claims fully.,2093,13,0,0,0,0,0,0,2,0,0,876,1515,0.09209864116758933,4,source-tweets,1,0.0,1,0,0,0
"""A milestone in coming to terms with our history"", German culture minister Monika Grütters on decision to send #Gurlitt collection to Bern",1999,22,0,0,0,0,1,0,2,0,0,1898,432,0.002360717658168083,4,source-tweets,1,0.0,1,0,0,0
Swiss Museum Will Accept Gurlitt Art Trove - ABC News http://t.co/tJm9ldHr95 #Entertainment,2059,12,0,0,0,0,1,1,1,3,0,186618,155073,0.08977309301577084,4,source-tweets,1,305.0,1,0,0,1
Schäublin agreement in accepting Gurlitt collection : Objects with suspicion of being Nazi-looted art will initially remain in Germany.,1886,19,0,0,0,0,0,0,1,0,0,1048,245,0.007567158531971245,4,source-tweets,1,0.0,1,0,0,0
Schäublin agreement in accepting Gurlitt collection : Objects with suspicion of being Nazi-looted art will initially remain in Germany.,2093,19,0,0,0,0,0,0,1,0,0,876,1515,0.09209864116758933,4,source-tweets,1,0.0,1,0,0,0
#Swiss Museum to Accept Gurlitt 'Nazi Art': The rightful owners will be identified first and great art will unhoarded.A win-win situation.,2103,21,0,0,0,0,1,0,1,0,0,70,99,0.0,4,source-tweets,1,0.0,2,0,0,0
"Gurlitt case:   The German Minister of Justice says Switzerland is the "" right place "" for the disputed collection.",2093,19,0,0,0,0,0,0,1,0,0,876,1515,0.09209864116758933,4,source-tweets,1,0.0,2,0,0,0
Swiss Bern Art Museum to accept Gurlitt 'Nazi art' #art #museum http://t.co/ehifu5hLQR,1190,12,0,0,0,0,2,1,1,0,0,1057,807,0.07382879568310032,4,source-tweets,1,0.0,1,0,0,0
Swiss museum decides to accept Gurlitt Nazi-era art trove http://t.co/QMgo0O7Ive,2746,10,0,0,0,0,0,1,2,0,1,35395,339,0.000798311516463808,4,source-tweets,1,0.0,1,0,0,0
#Gurlitt Bern museum accepts controversial art hoard - SWI swissinfo.ch http://t.co/B0udLwiK1J @swisscenter @fteuscher,804,13,0,0,0,1,1,1,1,0,0,85,167,0.11447084233261338,4,source-tweets,1,0.0,2,0,0,0
And the accord on the Nazi-era art hoard of Cornelius Gurlitt is signed http://t.co/G9YHmtyCjT,1456,14,0,0,0,0,0,0,3,1,1,2459,1224,0.12083558436880966,4,source-tweets,1,1195.0,1,0,0,1
Swiss Museum Will Accept Gurlitt Art Trove http://t.co/rAstSmuwYP,1796,8,0,0,0,0,0,1,1,0,0,6588,6206,0.002744990392533626,4,source-tweets,1,0.0,1,0,0,0
Swiss museum will accept Gurlitt art trove: A Swiss museum agreed on Monday to accept a priceless collection o... http://t.co/bFjWwPvjHS,782,20,0,0,0,0,0,1,1,0,0,3666,3500,0.0,4,source-tweets,1,0.0,2,0,0,0
Swiss museum accepts art from Gurlitt http://t.co/DFak0YrOry via @WSJ,2794,9,0,0,0,1,0,1,27,16,1,5366286,962,0.009654456325316241,4,source-tweets,1,119.0,1,0,0,1
"Bern's Museum of Fine Arts accepts Gurlitt art collection, but only works that were not stolen by Nazis http://t.co/ghqeNGoPAK",1045,19,0,0,0,0,0,1,1,0,0,119,152,0.027972027972027972,4,source-tweets,1,0.0,2,0,0,0
The Kunstmuseum Bern has officially accepted the #Gurlitt art trove. More on @artnet News shortly.,1949,15,0,0,0,1,1,0,10,6,0,1160,457,0.14332247557003258,4,source-tweets,1,0.0,2,0,0,0
Swiss museum decides to accept Gurlitt Nazi-era art trove: A Swiss museum has accepted the bequest of a large ... http://t.co/5pnmb8ZiNq,2124,21,0,0,0,0,0,1,1,1,0,17956,5,0.0,4,source-tweets,1,0.0,2,0,0,0
"Gurlitt collection accepted by Bern museum, provided art works were not stolen by Nazis http://t.co/UmoeHLD1Lw",2005,15,0,0,0,0,0,1,2,0,0,7568,126,0.0006208866261020738,4,source-tweets,1,0.0,1,0,0,0
#Swiss Museum Accepts Art Trove With #Nazi-Looted Works http://t.co/Qn1NW6kOpl  via @BloombergNews #Gurlitt,782,12,0,0,0,1,3,1,1,0,0,348,294,0.0,4,source-tweets,1,0.0,1,0,0,0
Swiss museum accepts looted Nazi art: Kunstmuseum Bern will try to return any stolen art to rightf... http://t.co/2kTYOPvZGd #BogardThat,1868,19,0,0,0,0,1,1,1,1,0,763353,145512,0.00032824389516088924,4,source-tweets,1,0.0,1,0,0,0
"Gurlitt's problematic bequest accepted by Swiss museum but works likely to have been looted to remain in Germany, see http://t.co/qD9kfzhYqm",2025,20,0,0,0,0,0,1,11,6,1,87427,339,0.0015278838808250573,4,source-tweets,1,0.0,1,0,0,0
Swiss museum will receive priceless collection of long-hidden Gurlitt art trove http://t.co/dKN7MAWLj0,1500,12,0,0,0,0,0,1,3,4,1,185236,339,0.00015387278567444366,4,source-tweets,1,0.0,2,0,0,0
Swiss museum will accept Gurlitt art trove http://t.co/LrYvxq4KfS,2139,8,0,0,0,0,0,1,1,0,0,15307,3086,0.0,4,source-tweets,1,0.0,1,0,0,0
Swiss museum will accept Gurlitt art trove http://t.co/daVvhdjLd1,2109,8,0,0,0,0,0,1,1,0,0,22970,10673,0.0002045547524887495,4,source-tweets,1,0.0,1,0,0,0
Nice to see @MaryLaneWSJ's scoop confirmed: Swiss Museum accepts Gurlitt collection http://t.co/oA7gMlmuzk by @berlinfraut &amp; @HarrietTorry,618,16,0,0,0,1,0,1,2,1,0,305,293,0.047619047619047616,4,source-tweets,1,0.0,2,0,0,0
Kunstmuseum Bern Obtains Trove From Gurlitt Collection http://t.co/p0sx6iA1el,2807,8,0,0,0,0,0,1,6,5,0,1257250,77,4.271374670748202e-05,4,source-tweets,1,0.0,1,0,0,0
Swiss museum accepts Gurlitt art bequest http://t.co/3dmYas7S70,750,7,0,0,0,0,0,1,1,0,1,17387,92,0.0,4,source-tweets,1,0.0,1,0,0,0
.@fastFT: Swiss museum accepts Gurlitt art bequest http://t.co/0U8i5scqWb,2778,8,0,0,0,1,0,1,9,1,1,2411118,649,3.437252947444403e-05,4,source-tweets,1,0.0,1,0,0,0
Swiss museum accepts part of Nazi art trove http://t.co/mJdcvQ6h2I,635,9,0,0,0,0,0,1,1,0,0,2791,1207,0.0008237206588517209,4,source-tweets,1,0.0,1,0,0,0
[NYTimes:  Judaism] Swiss Museum Accepts Bequest of Nazi-Era Art http://t.co/bxli70bsrj,1146,10,0,0,0,0,0,1,1,0,0,5716,5914,0.0002855239364233368,4,source-tweets,1,0.0,1,0,0,0
Swiss museum will accept Gurlitt art trove http://t.co/PJVU6DJXTW,2050,8,0,0,0,0,0,1,3,0,1,16795,356,0.006258631328416537,4,source-tweets,1,0.0,1,0,0,0
Swiss museum [@KunstmuseumBern] accepts Gurlitt's problematic bequest http://t.co/hQ0gKpdXVs via @TheArtNewspaper,720,10,0,0,0,1,0,1,1,0,0,40922,42024,0.5289487049263586,4,source-tweets,1,0.0,1,0,0,0
Bern museum accepts Gurlitt's problematic bequest. Let the litigation begin! http://t.co/pT9t2VQj8Z,937,11,1,0,0,0,0,1,1,1,0,476,244,0.2196969696969697,4,source-tweets,1,0.0,1,0,0,0
"Nearly 3 years of silence, transparency re #Gurlitt, Munich Art Trove. The agreement: http://t.co/K4lSeUl2LM",2084,14,0,0,0,0,1,1,3,0,0,1367,362,0.03678929765886288,4,source-tweets,1,0.0,1,0,0,0
"Summary of the #Gurlitt agreement between Kunstmuseum Bern, State of Bavaria and German government: http://t.co/8YqE3ZJYGn via @meddybln",2095,17,0,0,0,1,1,1,1,1,0,543,934,0.43567567567567567,4,source-tweets,1,0.0,1,0,0,0
Gurlitt collection accepted by Kunstmuseum Bern @artnet http://t.co/d2n5Im5qWs,2245,8,0,0,0,1,0,1,2,0,0,2756,950,0.03230437903804738,4,source-tweets,1,0.0,1,0,0,0
Swiss museum accepts looted Nazi art http://t.co/gxqAmjNSoV  #historical painful memories 70 years later. #NeverForget,953,14,0,0,0,0,2,1,1,0,0,374,924,0.24895104895104894,4,source-tweets,1,1614.0,0,0,0,1
Gurlitt Collection Accepted by Kunstmuseum Bern—details from the announcement in Berlin: http://t.co/2oJndsNCwS,1949,12,0,0,0,0,0,1,6,1,0,1160,457,0.14332247557003258,4,source-tweets,1,0.0,1,0,0,0
"@KunstmuseumBern declares that it will accept the inheritance—Berlin, Munich, and Bern sign an agreement on how to manage #Gurlitt’s legacy",1069,20,0,0,0,1,1,0,10,5,0,992,144,0.22026431718061673,4,source-tweets,1,2890.0,1,0,0,1
Will Bern's Museum of Fine Arts accept the controversial #Gurlitt collection? http://t.co/2g9lQgnUwG #art #stolen @KunstmuseumBern,2001,15,0,1,0,1,3,1,2,0,0,7568,126,0.0006208866261020738,4,source-tweets,0,0.0,2,0,0,0
The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/7j0ZLfv7d1 @swissinfo_en,2023,16,0,0,0,1,0,1,1,0,0,245,804,0.006472491909385114,4,source-tweets,0,0.0,2,0,0,0
"German and Swiss handling of Gurlitt hoard and his bequest is all wrong, says senior Austrian curator, see http://t.co/oS5eu0rzEx",846,19,0,0,0,0,0,1,1,0,0,1097,89,0.0008849557522123894,4,source-tweets,0,0.0,0,0,0,0
The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/rjjy0e4AR4 @swissinfo_en,656,16,0,0,0,1,0,1,1,1,0,633,342,0.004039044092898014,4,source-tweets,0,0.0,2,0,0,0
The Gurlitt art collection no one - and everyone - wants - SWI swissinfo.ch http://t.co/iRdYJ2HIrO @swissinfo_en,1300,16,0,0,0,1,0,1,1,0,0,340,492,0.05025868440502587,4,source-tweets,0,0.0,2,0,0,0
"‘Degenerate’ artworks seized by Nazis should go back to museums, says German advisor @AFP @millbarnet http://t.co/SDG2pfTY6n #Gurlitt",1453,17,0,0,0,1,1,1,1,0,1,2459,1224,0.12083558436880966,4,source-tweets,0,0.0,1,0,0,0
Alfred Weidinger @belvederewien proposes to sell #gurlitt collection @TheArtNewspaper - my comment @KURIER_KULTUR http://t.co/iCUv8RRLs6,1391,14,0,0,0,1,1,1,2,0,0,119,124,0.15601503759398497,4,source-tweets,0,0.0,1,0,0,0
"'Degenerate art' belongs in a museum, says judge http://t.co/AJsW7RRkS4",2099,9,0,0,0,0,0,1,1,0,0,12997,1571,0.004847146902145222,4,source-tweets,0,0.0,1,0,0,0
Former top judge thinks #Nazi-stolen art 'belongs in a museum' #indianajones #Gurlitt #Germany http://t.co/kqyjtGun9r http://t.co/xNxGpg7RAQ,2099,15,0,0,0,0,4,1,3,1,0,12997,1571,0.004847146902145222,4,source-tweets,0,470.0,2,2,0,2
"German, Swiss handling of Gurlitt hoard and bequest is all wrong, says senior Austrian curator http://t.co/4Ioh8t2GfS http://t.co/diZjKe0gN6",2022,17,0,0,0,0,0,1,7,6,1,87427,339,0.0015278838808250573,4,source-tweets,0,200.0,0,0,0,1
"#DAILYCHECKLIST Gurlitt Decision Looms @KunstmuseumBern, French Mus Faces Fraud Charges &amp; More http://t.co/7cdviHSFVr http://t.co/8zTMfQPc0t",2081,14,0,0,0,1,1,1,4,4,1,382750,734,0.008494702228717574,4,source-tweets,0,0.0,2,0,0,0
Bern to announce Gurlitt bequest decision on Monday in Berlin,1393,10,0,0,0,0,0,0,5,0,0,714,327,0.0027100271002710027,4,source-tweets,0,0.0,1,0,0,0
Swiss museum to decide future of Gurlitt art trove: BERLIN (AP) — A Swiss museum and German officials plan to ... http://t.co/E9J50yeUM2,1687,22,0,0,0,0,0,1,1,1,0,16556,13478,0.0003225369164535897,4,source-tweets,0,0.0,1,0,0,0
"Kunstmuseum Bern, Germany to Hold Press Conference in Berlin Monday November 24, 2014 re: Gurlitt bequest http://t.co/jzlpE82fyG",1301,17,0,0,0,0,0,1,4,2,0,340,492,0.05025868440502587,4,source-tweets,0,0.0,1,0,0,0
Swiss museum to decide future of Gurlitt art trove - http://t.co/MXd15JWhWM,1173,11,0,0,0,0,0,1,1,0,0,19711,368,0.016283425241910312,4,source-tweets,0,0.0,1,0,0,0
‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/DZLCSAoGIp,2092,15,0,0,0,0,0,1,1,1,0,543,934,0.43567567567567567,4,source-tweets,0,0.0,1,0,0,0
"Bern's Museum of Fine Arts is set to announce its decision regarding the Gurlitt collection on Monday, Nov. 24! http://t.co/MdboiCwXbk",66,20,1,0,0,0,0,1,1,0,0,64,74,0.192,4,source-tweets,0,0.0,2,0,0,0
Sounds like a good resolution to conundrum of what to do with the Gurlitt Nazi-looted art stash: Bern museum  http://t.co/xeeXQuAunl,2040,20,0,0,0,0,0,1,2,2,0,328,30,0.007389162561576354,4,source-tweets,0,0.0,2,0,0,0
Kunstmuseum Bern to issue decision Monday on whether to accept artworks collection tied to Nazi-era dealer Gurlitt. http://t.co/QkZ2FZGcc8,2089,18,0,0,0,0,0,1,4,0,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,1,0,0,0
‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/4GJsG8oby7 #artnews #artcrime #art,888,18,0,0,0,0,3,1,1,0,0,1238,2001,0.02853783668234288,4,source-tweets,0,0.0,1,0,0,0
Germany - Will of Munich recluse who left suspected Nazi-looted art to museum called into question: http://t.co/Eihf71h9Bw via @Telegraph,1618,19,0,0,0,1,0,1,1,0,0,3262,664,0.0027499191200258816,4,source-tweets,0,0.0,1,0,0,0
Litigation seems inevitable in the Gurlitt case http://t.co/zyv3OuC3e4,1505,8,0,0,0,0,0,1,3,2,0,669,518,0.015820400783486514,4,source-tweets,0,0.0,1,0,0,0
"Gurlitt Kunstmuseum Bern update:  There is no update, since everyone who cares about the possible transfer of the... http://t.co/HgeRr6qGWO",1321,19,0,0,0,0,0,1,2,0,0,746,434,0.0010865628395508873,4,source-tweets,0,0.0,1,0,0,0
"Funny twist in the Gurlitt donation to the Kunstmuseum Bern: The head of the Belvedere Museum in Vienna, which... http://t.co/lqTpkYSgAX",1321,20,0,0,0,0,0,1,2,0,0,746,434,0.0010865628395508873,4,source-tweets,0,0.0,2,0,0,0
"On eve of Monday's announcement, Gurlitt relatives formally challenge the will that named Kunstmuseum Bern as heir http://t.co/5JqcjTXYB4",1302,18,0,0,0,0,0,1,1,0,0,340,492,0.05025868440502587,4,source-tweets,0,0.0,1,0,0,0
‘The Gurlitt collection should be sold to benefit Jewish organisations’ - The Art Newspaper http://t.co/6pU64J7SUx,682,15,0,0,0,0,0,1,1,1,0,858,1754,0.37264864864864866,4,source-tweets,0,10510.0,1,2,1,4
Gurlitt’s Museum Bequest Is Challenged http://t.co/I8chboixpD,2805,6,0,0,0,0,0,1,3,3,0,1257250,77,4.271374670748202e-05,4,source-tweets,0,0.0,1,0,0,0
ArtsBeat: Gurlitt’s Museum Bequest Is Challenged http://t.co/h7Pz2smSDj,1325,7,0,0,0,0,0,1,1,0,0,388,577,0.0,4,source-tweets,0,0.0,1,0,0,0
Gurlitt's Museum Bequest Is Challenged http://t.co/a470VzWNhS #ArtCrimes,1283,7,0,0,0,0,1,1,1,0,0,410,1992,0.5654761904761905,4,source-tweets,0,0.0,1,0,0,0
Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/L1KH8oFGog,2805,13,0,0,0,0,0,1,5,5,0,1257250,77,4.271374670748202e-05,4,source-tweets,0,40.0,1,1,0,0
ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum: A cousin of... http://t.co/PTK88PSzpt #art,1005,18,0,0,0,0,1,1,1,1,0,32046,10486,0.2374613028791488,4,source-tweets,0,0.0,1,0,0,0
GMLive: ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum: A cousin... http://t.co/7jogktByJU,2435,17,0,0,0,0,0,1,1,0,0,4072,610,8.355754608198666e-05,4,source-tweets,0,0.0,1,0,0,0
[NYT Art &amp; Design] ArtsBeat: Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/AjkODM7uKJ,589,18,0,0,0,0,0,1,1,0,0,906,914,0.0,4,source-tweets,0,0.0,1,0,0,0
Cousin of Cornelius Gurlitt Challenges Will That Leaves Collection to Swiss Museum http://t.co/0BVM72mRvg #fineart,271,14,0,0,0,0,1,1,1,0,0,1556,1985,0.0,4,source-tweets,0,0.0,1,0,0,0
Tainted #Gurlitt collection should be sold with profits going to Jewish organizations. #WWII via .@erynecki  http://t.co/DYXr982FFR,883,16,0,0,0,1,2,1,1,0,0,794,793,0.26763110307414106,4,source-tweets,0,0.0,1,0,0,0
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard: A relative of lat... http://t.co/MlDaJVnaH3 #artnews,453,18,0,0,0,0,1,1,1,0,0,525,1200,0.0688,4,source-tweets,0,0.0,1,0,0,0
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/x8RvHI4QSi,1445,13,0,0,0,0,0,1,1,0,0,21003,19043,0.0,4,source-tweets,0,0.0,1,0,0,0
Kunstmuseum Bern Set to Announce Decision on Cornelius Gurlitt Trove of Artworks Donated Earlier This Year http://t.co/hjKPeZYUyG,2123,17,0,0,0,0,0,1,2,1,0,82283,389,0.05156366344005957,4,source-tweets,0,0.0,1,0,0,0
"""Litigation seems inevitable in the Gurlitt case"" http://t.co/QkkGjPjHpq",2112,8,0,0,0,0,0,1,1,0,0,3982,2574,0.002961591855622397,4,source-tweets,0,0.0,1,0,0,0
"Uta Werner, 1st cousin of the late Cornelius Gurlitt, to formally challenge will that named Kunstmuseum Bern as heir. http://t.co/epLn5CBk3O",2091,20,0,0,0,0,0,1,2,0,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,0,0,0,0
Franz Marc: Horses... Update-#Gurlitt Nazi-Tainted #Art Trove- http://t.co/LFzBPKJGSJ via @WSJ http://t.co/1HyavrYiyb http://t.co/pqskHOWrHc,598,12,0,0,0,1,2,2,1,2,0,1319,716,0.08641975308641975,4,source-tweets,0,0.0,1,0,0,0
Treasures of an amazing collection of paintings hidden in an apartment in Munich -  http://t.co/SA6HeS3zQM #BMTH http://t.co/4UnQEroQcJ,125,17,0,0,0,0,1,1,3,2,0,472,540,0.2616249361267246,4,source-tweets,0,0.0,2,0,0,0
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/cWPAxyaCB2 Pls RT @ Seb_Kirby,1405,17,0,0,0,0,0,1,1,0,0,18361,17935,0.0025127560831773544,4,source-tweets,0,0.0,1,0,0,0
Where should the Gurlitt collection go?  :Many people sounding off on before  the upcoming press conference Monday. http://t.co/G5sv6tq6Hf,2091,18,0,1,0,0,0,1,2,0,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,2,0,0,0
"Deputy director of Belvedere in Vienna: Gurlitt collection should be sold, money given to Jewish organizations. http://t.co/4EwvbJoH3q",1814,17,0,0,0,0,0,1,1,0,0,2859,1026,0.04437595681250504,4,source-tweets,0,0.0,1,0,0,0
#CorneliusGurlitt cousin lodges direct claim for #MunichArtTrove Read the news @Artlyst http://t.co/vwfKePTHkw http://t.co/kTW9qZSzCN,1862,13,0,0,0,1,2,1,3,0,0,7381,1097,0.002735317779565567,4,source-tweets,0,0.0,1,0,0,0
"Possible Nazi art transfer riles Jewish groups; this is, of course, the transfer of Gurlitt trove to a Swiss museum http://t.co/bhnqzBYMDg",773,21,0,0,0,0,0,1,1,0,0,3347,431,0.23609542162269917,4,source-tweets,0,188.0,1,1,0,0
"On the eve of a major announcement regarding the (amended) fate of the Cornelius Gurlitt collection, a cousin of... http://t.co/RsSb1ycFDd",1323,20,0,0,0,0,0,1,1,0,0,746,434,0.0010865628395508873,4,source-tweets,0,0.0,1,0,0,0
Last-minute lawsuit filed by relative of Cornelius Gurlitt over Nazi-era art hoard http://t.co/v9Jjwz5aCL Pls RT @ Seb_Kirby,1405,17,0,0,0,0,0,1,4,1,0,18361,17935,0.0025127560831773544,4,source-tweets,0,0.0,1,0,0,0
The plot thickens: #Gurlitt's cousin claims Munich #art trove as inheritance http://t.co/Z8k55lzPLp via @YahooNews,971,14,0,0,0,1,2,1,1,1,0,1143,1116,1.413919413919414,4,source-tweets,0,0.0,1,0,0,0
ARCAblog | Gurlitt Art Collection: An Interview with Art Recovery's Christopher Marinello on the eve of the Ku... http://t.co/s4xRB6v91b,1886,19,0,0,0,0,0,1,1,0,0,1048,245,0.007567158531971245,4,source-tweets,0,0.0,1,0,0,0
Watching Kunstmuseum Bern this week for Gurlitt decision. An article on Gurlitt and Nazi loot from a few months back: http://t.co/Lw93hLyUhg,7,21,0,0,0,0,0,1,1,0,0,63,239,0.38461538461538464,4,source-tweets,0,0.0,1,0,0,0
"Gurlitt soap opera update: last-minute (?) twist to the ever-weird Gurlitt legacy mini-series...
The... http://t.co/OFntJZ7whl",1324,15,0,1,0,0,0,1,2,0,0,746,434,0.0010865628395508873,4,source-tweets,0,0.0,1,0,0,0
Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate: The fight for Corne... http://t.co/puqQkMbhY5,2124,17,0,0,0,0,0,1,1,0,0,17956,5,0.0,4,source-tweets,0,0.0,1,0,0,0
Stay tuned. Cornelius Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate http://t.co/VtkOK07dhj via @dw_english,660,17,0,0,0,1,0,1,1,0,0,633,342,0.004039044092898014,4,source-tweets,0,0.0,1,0,0,0
.@KunstmuseumBern goes to Berlin today. http://t.co/P2OPRLlKev #Gurlitt,1199,7,0,0,0,1,1,1,1,0,0,2595,854,0.2074616793598766,4,source-tweets,0,0.0,1,0,0,0
Swiss museum to say today whether it accepts Nazi-era art hoard @AFP http://t.co/ZrnSMxC4YO #Gurlitt,1456,14,0,0,0,1,1,1,2,1,1,2459,1224,0.12083558436880966,4,source-tweets,0,0.0,1,0,0,0
#Gurlitt's overlooked heirs want control of his Nazi-era 'degenerate art' estate http://t.co/tmjMjzr5Zr http://t.co/jk0ij9ZmDy,2047,13,0,0,0,0,1,1,9,2,1,7302,825,0.08141816143497758,4,source-tweets,0,10729.0,1,0,0,1
Chris Marinello commenting on the #Gurlitt case on @BBCr4today - listen now http://t.co/M1r4FKnS0f,660,13,0,0,0,1,1,0,2,1,0,633,342,0.004039044092898014,4,source-tweets,0,0.0,1,0,0,0
Swiss Museum Deciding on Gurlitt Art Trove: Swiss museum to announce decision on future of collector Gurlitt's... http://t.co/hM4I0qiiZx,70,18,0,0,0,0,0,1,1,0,0,188,594,0.06504755434782608,4,source-tweets,0,0.0,1,0,0,0
Swiss Museum Deciding on Gurlitt Art Trove http://t.co/XXtPj0Sz4q,1860,8,0,0,0,0,0,1,1,0,0,14130,957,0.007474518686296716,4,source-tweets,0,0.0,1,0,0,0
Nazi-looted art: Why Germany hasn't dealt with it #interview http://t.co/Fzg3IfgckR #gurlitt http://t.co/JdrBJAMiz7,2048,12,0,0,0,0,2,1,2,1,1,7302,825,0.08141816143497758,4,source-tweets,0,0.0,1,0,0,0
"Swiss museum, German officials to announce fate of  #Gurlitt art collection at 11CET. http://t.co/7NlXiG4hcz",2083,14,0,0,0,0,1,0,1,0,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,1,0,0,0
Swiss museum deciding on Gurlitt art trove http://t.co/WIfA6dDq3Q,2391,8,0,0,0,0,0,1,1,1,1,21127,2578,0.002311922019495126,4,source-tweets,0,0.0,1,0,0,0
Live Streaming link for Joint Press Conference on Cornelius Gurlitt estate.  http://t.co/Hm8Q6SyHZv,2093,12,0,0,0,0,0,1,2,0,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,2,0,0,0
Challenge to Kunstmuseum Bernby cousin of #Gurlitt should not affected decision to accept the gift of artworks.,2084,17,0,0,0,0,1,0,1,0,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,1,0,0,0
Swiss Museum: #Gurlitt collection will be researched according to Washington Principles; looted works will be restituted.,2084,16,0,0,0,0,1,0,1,1,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,1,0,0,0
Swiss museum: No works in #Gurlitt collection that are or might be looted will enter the Bern collection. Task force will cont. research,2084,23,0,0,0,0,1,0,2,0,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,1,0,0,0
Regarding the Gurlitt collection Schäublin says their own research centre at the Kunstmuseum Bern must be considered.,2093,17,0,0,0,0,0,0,1,0,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,2,0,0,0
Swiss Museum will take part in provenance research of #Gurlitt collection with the goal of swiftly clarifying questions re Nazi-looted art,2084,21,0,0,0,0,1,0,1,0,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,1,0,0,0
"3rd work in #Gurlitt collection found to have been loted, 'Klavierespieler' from Carl Spitzweg to be returned to Jewish heirs",2084,20,0,0,0,0,1,0,1,0,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,1,0,0,0
"Germany: 3 works in #Gurlitt collection itentified as Nazi-loot to be returned to families immediately; Matisse, Max Liebermann, Spitzweg.",2084,19,0,0,0,0,1,0,1,0,0,1367,362,0.03678929765886288,4,source-tweets,0,0.0,2,0,0,0
"Berlin, Munich and Kunstmuseum Bern have signed an agreement on the management of Gurlitt's estate.",2093,15,0,0,0,0,0,0,2,0,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,1,0,0,0
Gurlitt press release concludes. Many questions being raised by attendees on state of task force investigation and limbo nazi loot objects.,1886,21,0,0,0,0,0,0,1,0,0,1048,245,0.007567158531971245,4,source-tweets,0,0.0,2,0,0,0
Gurlitt press release concludes. Many questions being raised by attendees on state of task force investigation and limbo nazi loot objects.,2093,21,0,0,0,0,0,0,2,1,0,876,1515,0.09209864116758933,4,source-tweets,0,0.0,2,0,0,0
